"Data Source","World Development Indicators",

"Last Updated Date","2022-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Dominican Republic","DOM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","343.827372668518","406.674809715992","457.968896188217","554.44171980694","666.006293030069","712.432551741235","794.2871198211","824.438291754872","933.071425061181","1048.18225912317","1114.92318146886","1208.97407540008","1275.16299141347","1493.58891775927","694.888870128608","849.70151331172","781.64599256615","692.841716080798","860.989503599029","900.754713605132","1233.95835161336","1446.63636951287","1562.29585817134","1736.36571969871","1923.8011504372","2103.86634142109","2296.048730025","2469.4937478642","2471.08668969162","2664.14611882945","2782.5778882128","2893.86749111943","2140.32836664058","2148.14159221366","3540.14268084212","3684.77071958199","4192.03549336764","4691.22497805193","4651.93759415344","5112.58704837003","5423.18735613645","5596.17611711229","5617.79751134282","5938.29102872387","6306.73316315326","6597.22057292497","6825.55385782888","7216.62775456937","7424.78908653995","6356.40826718466","",
"Algeria","DZA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","279.346043160524","291.506933829061","372.376696431587","451.865335386705","597.21727319599","704.682694660172","754.369457944109","820.908040420934","1055.63745211235","1055.53335124795","1442.89926912038","1598.56185789716","1645.82351684965","1763.96295007051","1914.37152761776","2010.07047448407","2255.75939072109","2258.98448395798","1942.01001168021","1757.91911488241","1864.83439018954","1353.69337235281","1424.52141383128","1432.29589261423","1180.98634573147","1119.98849075937","1190.98690357412","1242.72994806872","1287.20385887012","1220.03233484571","1279.99932058509","1320.66089569784","1327.1725152092","1534.70120040735","1876.87598545955","2066.24192006754","2305.07162550386","2783.9336992297","3455.44923518572","2946.26259100619","3425.19225386921","3985.96347722266","4122.88205174773","4071.01937797276","4121.25408336561","3295.62768234667","3286.55054397054","3331.56392813971","3229.90093102857","3142.19663044264","2736.44803620388","",
"East Asia & Pacific (excluding high income)","EAP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","102.953162515801","107.317377410804","117.431066399104","142.944713721653","154.714997628918","168.982692639569","166.118347718264","187.755021441944","178.871464526986","191.293949256508","214.442430996169","230.716367252476","243.330414152988","252.268766329396","272.089227520051","295.659227719124","288.709167245943","271.22835602033","309.833375073678","339.788955052782","357.627900271793","392.537327458104","438.430502518942","481.103647492056","580.005853889372","705.335210842933","804.542529510816","840.321942459223","789.532493730018","894.154724216912","984.550022692957","1065.13199154625","1275.57441336886","1584.77871705925","1908.80991225565","2285.18503256526","2847.40957589571","3777.82497821542","4894.45407478199","5458.20678394114","6373.3880647148","7527.48883015318","4139.99960742533","4451.66609541112","4800.91464030864","4950.23031625954","5039.1696820757","5486.70342848242","5983.69493049707","6109.36748149063","6089.83770580237","",
"Early-demographic dividend","EAR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","199.534439795221","211.20611804044","225.574773346249","279.487990906399","361.264409216645","386.856677848348","407.85570147446","441.419786321517","479.48624499502","533.132313423443","654.406339727243","732.294614119363","692.673549043779","678.079619969965","656.449835779083","664.589165396686","661.027717800513","643.226106362696","672.155239575935","662.774976984229","758.541448353871","799.77961807863","870.719818851634","957.704118753452","994.22117892405","988.943705168445","1066.33549841462","1138.74543440999","1133.3559767438","1200.75193358032","1280.96164450078","1283.92974137041","1324.89458712879","1555.19921328952","1841.32928514706","2170.26120763501","2574.35528169582","3238.06558004047","3886.54247769091","4036.17486300944","4735.08028449382","5298.64122489948","2781.9570402188","2775.23628085931","2838.43381646971","2735.35567943017","2766.67044192148","2943.52084267019","2902.92163920197","2964.11070345521","2714.56085015938","",
"East Asia & Pacific","EAS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","272.700578777583","293.48900314646","353.439118075848","454.28150587595","507.69619988203","546.64453222286","588.321860096357","688.886112181231","860.024548134831","900.975751986852","945.112222258002","1026.87830695184","990.47439043015","1040.77626366009","1098.87454274985","1144.83122539843","1474.83248895584","1686.58402398976","2014.37887162285","2053.29191244058","2100.35303351179","2331.69051356653","2495.54803228872","2753.60072133921","3037.64024109847","3444.98794427207","3284.38123498734","3102.20065682863","2746.61703394569","3074.46646021551","3321.08251351258","3118.36413255973","3264.28820822302","3740.13644829571","4284.85391631382","4686.47190151783","5180.80691190387","6133.57332314632","7331.2594998802","7788.83351268629","9019.12826314034","10399.6204327518","7335.99657424755","7299.685033533","7501.17239819287","7404.86935305691","7626.91326640795","8113.01312813524","8653.27223204443","8746.96747749343","8628.35383464356","",
"Europe & Central Asia (excluding high income)","ECA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1404.91952447101","1363.9599962752","1119.21676692727","1239.29153214474","1358.2771342964","1448.64394900609","1435.05682088261","1251.28136075518","1400.67104165461","1367.97947850984","1571.59237936218","1985.01121378448","2677.5118626051","3401.77384353345","4162.70505216362","5485.4150638476","6716.46736188264","5252.94483263459","6273.2421789884","7649.21955601736","8100.80502507713","8563.17161522488","7927.63191822881","6152.89213669211","5827.6412907938","6445.93746186604","6502.31937608865","6605.96646528574","6218.44991882151","",
"Europe & Central Asia","ECS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1160.26883004358","1294.19536382576","1535.25196383217","1930.80641908076","2144.63842643947","2479.53455330515","2555.51981465236","2860.63323179458","3467.76401786063","4195.01231425866","4686.96172536158","4095.80893669907","3899.07999185575","3760.52517725479","3596.81947392204","3700.32450783049","5057.15103722471","6209.03586697366","6886.53669473201","6981.99839191875","8597.96192951231","8859.4032201103","9614.25886157682","8726.84332370115","9145.61514878318","10490.4871268504","10761.7836070712","10238.0951833778","10591.1052908779","10480.9528194021","9821.46928206252","9868.41482755664","10724.8317900115","13039.6133316401","15206.1004193669","16141.3430347284","17388.6568963049","20158.3837905016","21754.5158639168","19052.1553553641","19522.1722447495","21518.2397082948","20629.3797839576","21457.2400507535","21657.2776336806","18603.970064149","18479.8703895302","19489.4609545243","20769.0974735367","20393.1568407226","19404.2582865495","",
"Ecuador","ECU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","434.236787177312","405.04551316607","449.90669959775","515.01880175976","831.855866266586","989.911724568581","1117.22708360891","1333.9739481575","1387.10328966925","1493.86597020768","1838.78599038171","2246.31901722018","1980.49494541085","1601.7685060197","1520.46912165188","1503.60799649388","1351.77886740545","1187.30361899788","1021.58594293535","1026.99767634303","1103.26828812309","1293.86022995866","1361.97028322744","1385.71200351195","1644.14604180282","1707.50064521773","1681.32841339351","1902.86628284132","1892.72296500932","1192.32637662615","1001.72283224901","1448.54792601764","1699.66114687906","1900.7241310349","2003.60436457738","2178.90959377885","2392.31034097069","2589.22470805083","3121.65163208339","3367.42037187879","3641.22164402723","4036.8524949507","4478.05938410967","4842.57121124455","5083.54495593927","4955.53024710257","4845.72307420538","4895.17710934808","4811.92173624573","4715.53240476753","4184.17423664673","",
"Egypt, Arab Rep.","EGY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","221.511601783614","231.496195657001","245.524109107282","259.669045892062","226.969898862993","272.826525243188","295.732764490946","301.222484063473","289.543602389133","286.581238416919","315.280702549991","324.399807628812","432.95597484772","478.079466346153","507.23348631088","559.856632827477","641.472766984769","642.96481025799","550.700438626034","588.110549721439","591.211745325646","550.239136895205","604.889164942934","675.521737116101","746.485333736936","839.793980500597","921.200697576493","1074.92971888493","1173.79141385542","1198.37578121369","1276.38778275053","1254.66260781554","1061.42539724767","968.152654867977","908.343226449777","991.791582093625","1175.56015770947","1423.80838129871","1707.42275724669","2028.10820476187","2253.54079332777","2316.65941600106","2752.72711743935","2792.4489465526","2931.0495999248","3217.94940341526","3183.42518282589","2152.19634520552","2200.00027328602","2614.46648341212","3172.54792951116","",
"Euro area","EMU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1970.74462246968","2215.89990613808","2658.00394519426","3427.30095662632","3826.87989144711","4390.52847771992","4565.19417285993","5159.26247001798","6295.29092152054","7581.22401392084","8401.68973494864","7188.44189963912","6898.90704322989","6725.0884944646","6447.13385717925","6621.50551232104","9342.16787395109","11557.1088914706","12695.6940978179","12909.6069802299","16140.1056988762","16623.2559249274","18224.4523592682","16551.7946872381","17385.3607884655","20094.2631888581","20304.4267405691","18506.0287050758","18975.9264593797","18870.3785397791","17076.3255568123","17220.1817965295","18519.2765468341","22718.2210958213","26038.6259939002","26822.6017904432","28452.9295893623","32453.0203148115","35021.857714863","31815.8860844263","31150.4811211247","33714.0277818638","31152.6554661344","32404.7501467513","33015.970761636","28334.0548566275","29084.4194425073","30710.1634814607","33235.9463613177","32408.4799951067","30709.9922843408","",
"Eritrea","ERI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","179.990281860165","204.990749505123","217.516342884965","255.348401863723","253.497034412774","279.837254959014","264.012877393801","260.766956061846","269.258076127823","251.319906666694","283.175016610048","347.444427107641","334.379701383248","363.220238262849","384.191844760908","390.638936037136","528.206614407619","438.922174358809","440.612292716236","","","","","","","","","","",
"Spain","ESP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1052.8149793089","1187.21070114009","1503.32601948488","1989.54029607638","2433.06985555141","2813.01444876589","2862.07894034235","3162.3578148085","3799.11859518692","5016.04972954113","5350.70011664404","4553.84485411309","4359.21906889415","3750.19052221919","3752.65173594162","3966.60401696546","5567.98855242648","7080.97263503212","8325.34492808302","9238.67889998141","11964.0454008228","12862.5831121166","13985.0493933994","11562.1203189321","11428.8936691606","13409.2476955192","13900.0357989713","12723.9255181008","13323.8435143099","13612.9528908156","12745.9902649508","13202.5665171397","14656.4834110973","18506.7231595709","21336.0524959751","22501.418200151","24010.1904880932","27342.8290900568","29478.2103972217","26732.5610807592","25461.5325477056","26178.4065863591","23567.2633760431","24230.4553706568","24654.4313879033","21695.6267721593","22460.532440632","23800.552247308","25763.5970659511","25106.1783267892","22515.8620198728","",
"Estonia","EST","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3406.05203571554","3745.00216558982","4412.74612970859","5885.17052100082","7260.07832049084","8609.33964902718","10333.3814320345","13298.7577505124","14456.5160978062","11654.8776154195","11359.1784381434","13733.6710605883","13886.4735467212","15448.5141096156","16450.5498873397","14201.4186596756","15040.0906467886","16677.8873296365","19086.7925959378","19446.1430053117","19404.0684082732","",
"Ethiopia","ETH","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","171.702298845536","165.44385180288","195.716429375658","178.832451179553","211.548537018666","203.838655649944","212.849928184032","210.52245677985","213.200448733538","215.204729663227","230.543567804522","164.507855975358","133.999895921778","90.5531795056225","85.8806564277676","97.2879377912106","96.1648339903295","79.2173045085694","89.4163736054259","93.3180773583774","91.0801353894095","76.5447430079328","65.3758921447623","86.4805917495594","111.076920618264","139.609095140172","169.402174996174","235.880164214723","280.771141852402","253.792006185507","257.369684852749","344.110537570596","371.046019258313","433.320234713579","491.1463144611","562.081278892124","612.855291251288","649.819587894338","730.727801137754","808.282515683163","",
"European Union","EUU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","1644.56834524786","1845.08409988212","2210.90185801584","2843.5454101164","3168.46408411696","3651.5675892848","3805.19726157511","4276.86330113739","5188.41383969984","6231.9553385643","6896.18518366044","5918.91963340435","5653.9435865394","5491.21941151328","5285.39296175734","5430.48495314752","7631.32958670149","9439.20072544408","10347.4562758674","10525.4652646981","13097.647673245","13496.0327019001","14771.3395134471","13378.1802524981","14145.355903429","16442.6556613924","16701.2670746321","15285.3076037271","15727.4976110004","15642.8476454687","14268.1179482441","14434.5410674626","15604.0302944767","19145.7009139158","22016.4319628911","22903.5771437148","24435.1574944712","28081.2844946134","30632.1940528304","27580.9761827591","27264.3471616699","29582.4572915796","27441.3764598362","28631.5425262884","29190.4590856821","25126.1008123769","25780.7108416631","27360.3168216635","29650.7722152786","29054.2126408963","27753.6900820615","",
"Fragile and conflict affected situations","FCS","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","269.316603184885","462.375898618387","434.553577288602","350.242198065239","300.509686239623","302.237493185426","282.926505578255","268.741682002653","294.027594303442","253.127515752327","412.470981529008","440.913275855828","447.115262646213","426.999921561215","443.887219562074","571.271822041832","616.886721765756","742.357083718387","869.828726656747","1088.83579802934","1270.20847736789","1390.07221405958","1746.80993492598","2339.08570749591","3013.9120870462","3773.21823142653","4851.0489719543","6562.73890486529","8732.8024589962","9469.72167516816","10795.0790757513","12030.8794675672","1813.18891580793","1784.71614705716","1874.45365961813","1562.25111623318","1388.98738701049","1362.30709713232","1424.83112286709","1493.1302939093","1327.09194638651","",
"Finland","FIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2137.8932087851","2331.77729130899","2722.30618228649","3559.93521730975","4481.94642288249","5229.75176129737","5605.99217689525","5796.10426602278","6254.73354807067","7740.97061293734","9262.69047371926","8941.34130948155","8947.92804741168","8545.40677412555","8840.97294838049","9305.61813216921","12247.0044647521","15131.7744985262","17980.998883102","19230.1288254755","22301.9395375628","19436.2201054076","16722.711819183","13110.8610533998","15458.3823747154","20756.4481992598","20573.7769878716","20045.5263530071","21136.2494628445","21501.6316233811","20018.5060339457","20684.9817254605","22351.1634359577","26996.7977390375","31444.9318013132","32316.6113056208","34285.9458446518","40123.1337322002","44029.8676484452","38635.3169474827","38271.335649071","41749.2086979091","38731.2963595559","40448.5106435764","41116.2688468929","35090.6722479378","35774.3733273923","37753.2358041296","40858.3577581206","39705.3268333306","39997.7670506854","",
"Fiji","FJI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1667.03201075179","1674.42582609388","1523.87176494497","1421.97423082482","1467.10284426327","1415.84303569652","1590.81225550438","1424.38592790452","1333.29532606196","1419.75406306679","1557.82499994426","1606.99250707796","1758.06655752726","1854.59261932895","2008.31243676009","2197.21523526691","2379.49249395475","2269.55432994312","1748.68086970989","2031.97087682129","1849.12587205926","1779.51788860988","2047.19673309987","2522.34604996983","3003.95099398807","3319.05100504988","3195.94835270208","3573.63499363605","3709.36765748838","3051.78311744496","3192.51909183834","3670.42027281373","3828.12663187312","4178.1150232609","4598.21487501177","4328.28319126582","4601.82321100717","4807.05525614382","5064.60852730965","4843.63740546916","4028.83576065841","",
"France","FRA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2516.14849968795","2786.28181417994","3374.16792410298","4339.5126641958","4611.77563785308","5758.19355604617","5899.23806930798","6448.40722932705","7924.47361520218","9556.82387429136","10827.050608541","9410.69788041276","8835.53146606111","8348.79975010442","7852.80701994958","8192.53210318179","11462.8700163636","13845.847921081","15024.3049380913","15010.0932688706","18465.0012476311","18272.7428102335","20124.2321279176","18915.157577275","19860.6387984783","22805.5256230904","22936.1611796438","20797.4920134558","21522.1230386521","21416.5189942711","19282.2695365138","19354.9580665024","20631.9535322532","25269.6554169165","28831.5217089698","29725.8923852324","31165.965528025","35446.4250869396","38533.7190350322","35101.6042118716","34362.6403259238","37138.1557761103","34395.2486394745","35867.2030880008","36186.2149786586","30896.1930259319","31182.4194410828","32583.2809364123","34970.8172907413","33963.6073457579","31797.6943629369","",
"Faroe Islands","FRO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1952.98383194689","1962.43361128155","1988.46443511217","1945.16065039079","1775.20253555669","1862.93427999067","1927.37888644545","2049.59507666597","2110.13875177655","2124.49400830791","2148.81624676681","2137.69510814173","2261.77731706375","2313.08134411431","2380.60491244331","2428.57569583181","2673.00159028464","2730.85506356713","2826.61124113135","2995.02544458709","2973.06769461472","2967.41533604962","3206.4022453296","3253.85595927272","3459.64414326215","3366.54059144031","3691.46062754202","3662.2781560511","",
"Gabon","GAB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","342.054096927394","388.19448592098","412.071134374182","760.838871195149","980.482905404243","1584.010030751","2714.9687188547","2218.28819928163","1541.39373225167","963.563466448395","2967.06336302897","3521.00588468041","3444.75084842198","2909.1893299098","2666.58756644089","2424.34930830581","2555.24863640547","2135.52174534024","2872.28343748411","2577.9080144095","2853.6875571873","3072.40224337207","2818.40165122622","1830.1667450131","1957.6849330287","2096.04868663653","2386.7352519326","2237.1739826533","2279.86220959969","2021.86874124636","1731.98335878308","2117.07320470937","2351.15226264252","2733.6982771727","2679.84395291736","3230.86521369524","3159.28075689863","3659.54916887215","4177.15276432887","4197.6513558468","4333.11557195085","4840.7717088844","4808.13239562013","5078.98908616607","5862.86823593692","4827.8319227816","4590.648795702","4495.2872083619","4816.55550908712","4527.79113087649","4331.51723752985","",
"United Kingdom","GBR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2256.43656540583","2523.51517072281","2872.58301056143","3240.18971948005","3464.37012630406","4084.99521594693","3916.46830254938","4337.33811618771","5507.49406121963","7024.68796980755","8874.05132893795","8382.27033090639","8022.13452674614","7648.44226291335","7199.38922979085","7511.32724760811","9411.51617698082","11510.1276702627","14039.0155528434","14046.8173301823","16350.9767813464","17119.263007589","17930.8550897265","16132.3897356723","17703.4401171849","19042.5455198331","20252.8849568889","22797.9387565337","24774.0383320445","24798.8917474927","24385.6826598014","24028.7875412692","26135.1080308402","30014.0396217035","35152.7272304399","36781.0934072467","38323.6727406353","43183.5000597264","39882.8797828446","32482.1287987049","33542.7545562519","35785.7842013182","35586.9447429903","36158.2658823561","39648.6687228897","37594.0796416351","34318.7035317792","34123.7228312236","36246.6615664872","","","",
"Georgia","GEO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780.698976408746","606.709536028045","653.316056418347","694.210237030821","735.513724583238","865.527080488775","1146.65318706533","1442.68250567145","1773.97555533314","2296.34466648399","2882.87533635613","2433.25698918588","2713.77868581298","3350.43192337532","3765.1673014842","3904.3378573814","4039.26471061111","3333.0634300108","3259.45776755143","3507.36651528469","3864.34440812068","3821.72882636246","3401.80519287413","",
"Ghana","GHA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","236.387901987312","200.344353424293","225.076530825105","258.470250536659","239.791361157952","231.292968648163","260.095249561832","299.610194483519","321.555358464363","339.522539269544","321.619259852315","296.119492832778","289.824014897304","302.644993115406","297.679619568067","364.898472547411","310.507078844308","309.120053140077","304.8927130818","328.247757599809","360.715131616588","336.538035023231","294.503594339016","248.958197679167","287.109809352182","298.110142118229","292.696021978367","311.215015159775","329.668931180088","191.840403859943","204.555142375188","229.339481265535","267.11553256949","316.108980129324","384.10410986992","755.076912159091","883.104942246076","993.949705362209","868.882378346836","1032.05564584463","1145.76172589091","1138.52549025406","1833.027308802","1478.72034196386","1354.76800916189","1516.53626879573","1553.78140861615","1718.40548323692","1751.12700040568","1751.54493400293","",
"Gibraltar","GIB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","284.9546610874","291.350273631672","334.728282705242","323.658120787224","346.144014094784","382.991441226537","421.425659020937","422.227018276492","422.931038787665","425.361241229595","436.618605274799","424.730528472131","386.467198533406","368.748317257968","307.384440431057","281.890317141686","289.609284993","294.542437664382","316.706104157356","233.340791701429","380.233187087611","557.28535194585","599.763912976918","549.532400087929","552.785656529074","528.815284618402","579.784895138556","599.800823157811","617.57543950795","619.473480041721","574.909816700109","685.682114499287","765.187794555782","857.330789694913","920.034456368958","",
"Gambia, The","GMB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","314.307017917665","276.772752005155","263.799543249222","237.949129888289","209.488274239279","289.457359039281","233.230523970379","258.935357383197","265.282565343285","245.098939054858","252.100763288561","577.656927818817","574.208627372299","585.59781598313","558.73472396856","567.194456454873","593.090182876148","535.495030384563","540.562324080802","509.128068566337","471.584086109462","396.588625213018","311.036108373938","247.607349233891","517.102266981316","535.934226588637","525.912933903217","618.120589900466","723.980462817915","644.02348500714","661.779466766639","555.611369930184","529.223334510446","501.807927682857","439.060491760785","474.239972737251","489.146957005194","486.491609622761","564.959449632782","591.133130789485","596.536441759881","",
"Guinea-Bissau","GNB","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","78.6532498743516","141.370381830042","135.608355415385","148.088589201328","120.33371134552","145.834982873236","101.20349860938","136.473271134137","119.511888392617","161.407204964415","180.607745136568","182.199402276133","148.722199857952","161.796523698517","153.017034506294","142.326028594949","154.13513566387","158.164979608671","99.3475298622429","131.934188298761","245.743600921628","255.118469136355","266.350717384579","277.253638636923","318.613661872317","346.419444818124","343.901406257456","379.256342104586","457.337133591209","419.917775005433","437.270487808839","572.665901890171","475.301055471305","475.779830187552","490.89787372867","466.274207710056","521.957252140019","588.291889298349","662.953646782678","655.061424522252","628.984663963673","",
"Equatorial Guinea","GNQ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","155.240193615501","74.1959739806601","66.7710549437282","91.7131050573979","110.073612584318","131.501184626403","147.749573357363","176.837510249823","190.240174527918","150.430903637346","223.771578069343","231.874163359099","281.424302417453","232.845123982485","93.9475594518302","106.069326107916","208.456660472742","196.937586296653","258.995396884735","171.144686426249","","","","","","","2177.38604760442","5055.83701597251","6310.60673845526","4996.73772463111","2370.64659666657","2826.15026206294","2224.47907132053","2392.00258896083","3177.29863148834","2807.3663616649","2466.42382568669","2602.33939645517","2965.32999319927","2443.13166807301","2646.61115008863","",
"Greece","GRC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20769.1530682787","23878.4249151344","26191.8251182432","24323.0344119262","21620.4139531128","20242.1978948826","18109.5142480469","17839.7518609645","17975.1423236736","15038.6821297182","14893.3921158379","15508.1264774266","16488.7185557377","16142.6286614921","14753.8336481977","",
"Grenada","GRD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","322.867608049085","333.737126003216","400.417479381717","482.130622842784","541.021492321106","638.80841189201","789.135148772099","853.153020348313","945.701688534011","1044.54369784127","1112.08176252475","1091.84969560765","1101.64052751115","1114.29083653537","1119.15544686766","801.575158016206","768.033339675277","829.39251415184","868.914222818805","763.912708356654","931.430381768326","1002.9860249425","1070.45048153105","1186.28051369938","1304.21206358098","1352.57345343068","1495.09429683053","1595.19204240369","1459.7174752983","1490.61916025198","1395.78059625605","1490.84223076201","1529.3401548104","1621.44201394562","1791.50874127203","1925.46565111512","2113.23562951546","2388.45835780514","2248.25200020193","2395.98621812613","2699.08196958507","2848.16287195081","2980.02369294219","3189.45784470447","3416.26436212117","3534.34728655188","3762.80965814348","3811.79552159119","3973.27524785872","3944.81379368379","",
"Guam","GUM","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","572.426609360651","511.256016478812","341.374587082412","406.677850994894","376.521402555153","411.312062081908","448.873915969599","262.290245472992","345.596606767655","267.904452985387","301.459785637307","193.778026977806","256.239367019666","369.126727661067","426.514878660006","462.270498672138","625.873527777228","659.699909924664","715.463188741916","679.35443675022","762.259149861331","764.384422119857","763.186773924344","773.750583558436","812.562356811648","873.688339372151","2766.09637197141","3246.91029990719","3600.61467225578","3737.57772015924","3863.25387477292","4068.57618131375","4516.18722583181","4700.41914145812","4742.1155437206","4987.5324259806","4827.52632629133","5226.82920744353","5492.67201240498","6052.92899565442","3780.34692959561","",
"High income","HIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2477.00146559784","2707.34504546317","3110.97060558654","3722.65094882245","4071.77329615663","4498.52811822568","4856.30663408749","5438.66049087517","6482.16791029014","7274.51637787514","7967.45801243009","8036.73387709506","7973.50900765966","8127.59490378175","8479.59056479653","8841.74566652984","10694.8119088738","12302.3521839599","13850.2915369981","14261.4747090179","15812.1770302543","16554.7416759604","17663.1675819074","17553.4175855043","18688.9755739237","20608.6816462257","20694.5657257666","20288.5257101717","20376.0927118859","21188.4894317237","21434.4110204705","21135.2445764524","21837.0832014869","24329.8916273797","26955.21010116","28282.8122659318","29752.1490378905","32061.5385128551","33272.5460739845","30921.8382782205","32526.8741599309","34943.1506171389","34939.722037506","35165.1196734488","35842.492205471","33686.8014519844","34086.2391632245","35514.5298209286","37437.0206114955","37570.7382506533","35966.2088919078","",
"Hong Kong SAR, China","HKG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","5398.08710532644","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
