"Data Source","World Development Indicators",

"Last Updated Date","2022-04-27",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"St. Kitts and Nevis","KNA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","267.602132538283","286.211695137077","355.960810788593","494.530286449891","534.948881245884","725.665436712012","919.073119084637","1238.6104527126","1553.95756598655","1476.93437082111","1608.79647232185","1693.76212900867","1862.8946796455","2030.67251989031","2064.44807713048","2361.75222301494","2984.74505134594","3995.64584683157","4930.4695951312","5603.09671035093","6510.45128581256","6925.90032433767","7548.31732616582","8835.74276615999","10696.3625055887","11335.6282787492","10380.1171267302","6659.425006503","8687.13856755693","10067.962008825","9483.01455938622","10922.3895715448","12134.168105261","13672.7414911026","15953.7591629353","17952.2843412355","19977.9138289817","17506.5254545357","15517.7300632172","18945.7835626615","20590.3028084013","20896.8358842371","22223.1035443005","23865.2290161975","23455.3222876825","23964.4118244781","25894.5647957966","27244.2702883973","25837.0088404697","25288.453294164","",
"Kuwait","KWT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2315.81362272492","2849.8506955997","2574.3856261228","3126.83971689271","8784.76784225613","10425.1748088786","10858.7509179128","11467.4065550465","12121.3337065952","","20587.8206285629","20836.5988749201","17168.9978015994","14944.0737726611","14493.1399850183","13791.3991920759","12889.7969151014","12910.7568693463","12496.4036193234","13945.431471568","11309.7843054907","7497.30547870001","","","","17352.3504950218","19701.8659107989","18950.1696839273","15396.9715529615","16164.9173732378","18623.7161586489","16093.605700692","16320.3528884728","19820.2963570498","25070.333573228","32673.9629010714","40792.2397219411","43076.8001069821","49240.5942969326","33919.4955649106","34975.5569803492","41912.8320311791","44820.3025173988","43651.4399931488","40167.1296481042","27664.1286623555","25883.9221709112","28901.3931393197","31167.1180537337","30481.6536642277","","",
"Latin America & Caribbean (excluding high income)","LAC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","500.234243884923","550.405666582818","606.372398531512","780.057915052136","995.712713001999","1038.10577974919","1111.57625162675","1175.61447629006","1299.23597572489","1474.59725926791","1694.55731374029","1915.3592243813","1707.13490879464","1428.44392253954","1434.65184939816","1464.84275460184","1475.47510970724","1552.07231285761","1708.73207862023","1763.89534219056","2013.95314587576","2169.03661754173","2331.29332792616","2708.82786508843","3172.26102795235","3257.11879380663","3515.41073016712","3761.44488567476","3682.30189049315","3181.8369562768","3466.01100382735","3335.28890577906","2938.46718214402","2927.42967275503","3266.38910326209","3868.02199957916","4511.65250654865","5305.73651558018","6010.39734832684","5523.95707420323","6726.58213934605","7648.11998907253","7462.11991337264","7649.37038339498","7636.13990826173","6536.03301776372","6258.4398592942","6926.27229474459","6581.22030794744","6455.76511127217","5285.75928096224","",
"Lao PDR","LAO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","425.786533457914","565.79127357713","406.430550082515","235.14481478063","119.752399552306","140.528569608392","164.080735921611","186.128888103778","196.121563972516","226.546567455628","256.056603321833","274.976916003024","289.23175917618","258.996255774996","179.977415325376","216.643281581051","247.68687327392","256.531376635126","255.389411948802","274.646599990559","325.443067811923","378.241970650816","433.827876348032","533.681862874107","647.666791020932","712.795676865217","787.140992231011","951.565133554373","1165.51760016052","1375.31144433012","1535.82632826974","1655.48557473427","1800.97768764003","1860.58083595359","1960.37120412156","1985.9845143086","1941.15886528525","",
"Lebanon","LBN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000.67821307277","1062.88945130095","1453.80734191433","1683.23301282665","2108.1899686099","2488.88078036074","2969.69469710697","3332.98759783184","3576.23673488348","3965.98578878147","4051.65189599537","3960.22944757045","3787.44277156727","3788.57248816294","3208.38584534477","3805.72751643581","3866.09345879812","3865.80851503444","4514.56945879167","5244.77406941012","6201.11081241732","6399.67292780113","6216.25245103869","6422.15690643928","6412.14008159898","6199.67188802547","6204.23911787112","6225.58198171262","6443.05831969801","6550.18628691144","5995.8940800638","3586.59892839812","",
"Liberia","LBR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178.05924249115","157.179719728116","132.272229616434","56.259655560237","143.225165850628","152.045137407288","188.534918525872","210.429336284506","258.376168458087","248.915922796919","279.976390484235","343.38903566383","342.982443270901","388.977791450092","358.729328054955","390.023964134846","379.57136765825","359.277987699895","398.262430861955","355.111952667309","279.626404065058","",
"Libya","LBY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2688.94307057665","3414.60199885427","4082.4028048576","5595.03068028024","6325.23461254693","7958.87743965116","9851.48728692231","7743.2957788785","8558.84050679098","4787.19448266246","9226.33720121279","8278.82287608696","5619.39322132005","3960.99602704535","3670.74269802831","5006.69650661019","6553.57378532162","6394.20677842931","3484.84555018593","",
"St. Lucia","LCA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","1286.9532851832","1436.04565865702","1326.07988718147","1414.25425916266","1795.65256262812","1989.5203247842","2353.58016021932","2554.12814375452","2849.91661206119","3185.58528777059","3571.20165670816","3727.05274691336","4098.58746155119","4081.13644186193","4210.72845301136","4439.99696227753","4592.06267066626","4582.61372989942","4891.16621977589","5070.61491020211","5038.60604846036","4623.31870374258","4664.56601618641","5062.77012078061","5375.88114963183","5638.75454415694","6559.97802920195","6834.47227242114","7193.56507210316","6971.72077785493","6965.38220634469","7553.60237801815","7351.90992880846","7141.53863739838","7614.11261547516","7306.30625179958","7789.78981949891","8248.41157199702","8786.62114669899","8963.52457838973","6806.85275574005","",
"Latin America & Caribbean","LCN","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","530.498398703123","585.085484848986","640.240832118496","822.553971473079","1025.33130208025","1050.14174119158","1133.28126863158","1217.32469693141","1342.61407082958","1519.67776701657","1769.96216699642","2012.30016447027","1802.484930263","1512.85591251547","1497.81544453604","1524.44435940354","1532.73813766841","1583.96011122079","1758.73077671492","1776.11245797781","2023.71304928614","2193.39399448883","2371.08264510008","2721.89582664446","3155.95352746942","3295.98815477578","3525.73950432057","3796.10673499125","3732.37509326986","3264.15979579704","3553.80556927355","3428.16168868329","2995.84003505795","2970.36655904929","3351.72702401025","3991.25889780781","4664.88483927755","5510.43243012675","6329.45516983028","5863.79313696124","7115.71433790423","7889.25139814803","7817.64218844426","7988.35107641541","8043.89134148017","6810.02209714006","6544.71169987251","7232.73925802535","6922.35023885308","6783.69968945116","5589.88306184859","",
"Least developed countries: UN classification","LDC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","186.345087816932","193.306124712951","207.156802695277","220.002950832895","230.772543698798","249.966077762468","258.83309975538","261.021750542762","278.464217240035","287.915948199504","349.530598395786","409.64726631722","472.554383265758","566.622327235327","702.906771489686","816.598731840199","914.748809919849","1250.21451344806","1791.84427676607","2293.414591429","2866.09321875736","3656.5117143098","5013.49205813977","6695.21357460116","7444.2883521601","8492.11650609733","9901.87785470733","801.044520534785","802.793153504509","857.760509945586","853.073144902078","837.232150998603","885.588988776524","904.482697089164","955.839162458102","937.444278913515","",
"Low income","LIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","285.478906000742","302.828489627539","342.620210410611","351.386479911369","343.592524295049","352.110032526176","425.671913108973","411.221540427073","421.634420102609","433.088409966576","497.817835673101","561.893209997131","636.450714951642","739.582863578254","870.382812524189","914.646153704332","971.90447175683","580.495613054682","558.644479369392","561.028406007275","591.320003321346","578.370387036394","535.906219931498","553.395827734843","574.41630736692","599.711180608295","575.839673578583","",
"Liechtenstein","LIE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","159.417742883593","170.694372777105","187.042913694674","228.151239368534","231.826435201084","205.119764673212","232.344581077382","156.187749144363","214.456553690839","251.821172481228","269.88788720399","291.296481773216","308.123674530428","349.512732073612","349.740098114032","370.034825683393","379.856011717567","393.125110448068","387.899198773593","439.952063232773","483.42856850921","518.81604798724","547.381874805673","609.588409575636","666.938999874806","705.444512445516","765.129018383054","784.656403619169","771.488191156303","799.500853103047","773.310703269162","808.982518734528","922.04630125328","994.449607881792","1160.58964878911","1327.59573544307","1512.29008706712","1861.88149380211","1942.75315948549","2596.660481699","2960.08459492984","3070.66230072353","3273.42662196307","3450.01716192347","3476.38449619117","3511.12549649931","3669.10597171059","3656.235843626","3460.75922257593","3314.91227852515","",
"Lower middle income","LMC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","115.015397712302","117.910898088888","126.962412933423","150.29279295573","183.534132372742","202.907751155692","217.394009864324","242.508570090437","263.803017520972","284.110389540402","345.160972452636","421.188009323679","426.511137010956","409.939646993464","392.003844558342","405.025014146563","423.377611715348","397.562182811966","401.735816392027","393.60152619797","413.367763474622","390.729077088257","409.760007518498","418.478230287148","462.700183899028","527.101242032024","581.581858948057","602.746349175969","574.761846817089","636.832410301144","664.58721795578","698.577743892396","814.013174786787","1023.70036584846","1232.53280303029","1472.66906310736","1817.78489727864","2383.27577345522","2947.64437743108","3199.36137437879","3734.00186990993","4297.15358005006","1747.9296375562","1744.23120441097","1802.4490802058","1783.66059595777","1842.20894121814","1944.39385239698","1928.39621509876","2018.99572787754","1905.95904386944","",
"Low & middle income","LMY","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","161.040428011331","169.905265318507","185.876516785306","229.260567287191","275.304351660453","297.003457712352","309.567835060183","338.846089167039","359.686911509136","404.895094375189","463.450584873437","525.831592888665","507.012417460233","479.022716070537","478.372817449789","495.115476077812","508.849728376812","507.260898831008","540.094618246758","553.620554004154","627.86364206633","640.11671991592","684.321193796981","730.065682451543","802.673151008246","889.830431928766","974.368296215463","1024.20438811754","993.987277881951","976.678133073899","1050.14696035201","1061.89094534962","1119.00852634218","1293.7458822938","1536.78202493709","1819.45325231227","2182.61907934484","2761.09025358305","3333.41727517004","3394.37971216157","3975.14854705245","4566.96684731053","3435.63588514118","3576.08181413628","3671.00503515006","3470.35518252667","3451.46378021029","3743.79834612541","3860.66080181663","3911.57802053486","3690.89637304259","",
"Lesotho","LSO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","471.919200288118","479.380183525563","441.273915476508","484.242677876337","408.755290234366","300.607234325174","337.774237285525","422.778439780646","456.196033117483","449.713708582923","522.179235290501","575.485234154639","624.31472703628","591.345920825052","595.390370378897","641.95340981135","597.774362712938","613.447202512446","530.881632999408","533.170031398864","499.502103555412","537.877521166923","505.220669501574","746.172656488398","952.487717038266","1014.5640143432","1054.41998793783","1089.74195135136","1096.64013543861","1017.87481345216","1235.29401510776","1277.8597298125","1180.67645726205","1111.57574641502","1118.50572751829","1085.74821492614","959.555803300393","1041.82383613244","1157.44746587479","1067.55894073904","807.374375637843","",
"Late-demographic dividend","LTE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","181.93110328921","198.248563542009","221.324131137063","274.082455767552","310.182058498882","335.011756325866","353.205906311032","402.257168665482","412.699596549","466.166206755444","502.101225204177","528.741463773094","533.852483159895","482.558677887396","506.324504178791","538.010168393896","576.314883502267","582.092447652704","650.459209121171","710.71541989519","735.924887250493","743.350640575817","797.56887364445","823.080529181648","974.422616026652","1218.34169991548","1357.55026026424","1406.39096250024","1339.06930528773","1217.22783514359","1322.53671515269","1359.25983239759","1431.81029116503","1614.80562517392","1921.01845657421","2290.22984964098","2750.6257886887","3471.30621644319","4224.60047506821","4093.75254546846","4786.8635029906","5662.2038987133","6073.81118428666","6486.47014122778","6728.74953305018","6255.05922676783","6239.00633295533","6902.03525359426","7393.59175975944","7465.93793142192","7206.8685906073","",
"Lithuania","LTU","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1624.36648325074","1854.69262435894","2303.31137661071","2609.91122615768","2541.44885456048","2715.58977519454","2952.19424372698","3520.3919325195","4629.6209749656","5671.28319411757","6741.15600278264","7914.92494277214","10359.667272588","12654.5373331627","10331.8079880864","10176.0005495316","12034.7934697899","12011.0088897202","13289.4819342868","14166.5983046846","11837.6803275769","12465.3473762567","14097.5922536992","16190.2605962765","16442.827706106","17026.2645196367","",
"Luxembourg","LUX","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","2220.7679826125","2230.45851876168","2961.55573166042","3878.90212061786","5064.67561879532","5348.37643763363","6402.90058467991","7371.90895516363","9238.24006271417","10646.993332916","11874.0251149209","10518.0864671356","10966.5200809068","11115.0422178548","10699.6533779932","11122.5368952546","15794.1257763266","19712.9692215086","21770.5970907139","22753.8044103333","29148.2344727914","31604.1932317351","34453.5970461146","34323.1469568612","35914.0210123015","43399.0356728502","43245.5031522086","39892.7340636152","39106.5735353417","41439.6741697539","37689.8273806175","37764.7400010713","39238.6650324861","46800.8930223178","61459.5058002203","66020.5295012417","64198.5955139098","81458.5660587527","82243.0074671784","57107.5062412654","63146.0473724537","68754.2391571951","73529.437027109","72382.8237760087","75737.0708272146","55706.6918074666","58422.107118165","65889.4609609921","69218.721950266","61496.2440759817","67966.5464752187","",
"Latvia","LVA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1433.69369611487","1568.9050622368","1791.47170944334","2004.87168891456","2121.72964320899","2394.04385964405","2656.41402102501","3108.96182019668","3880.13304213508","4791.38279020344","5849.119599709","7278.09199376629","10671.9415746532","12655.4154531131","10289.3758602098","8651.94101702377","9972.44250858704","10312.5309061425","11303.7237906743","11931.9337059677","10454.1248653488","11017.8368991459","12141.7012498592","13749.3888695192","13820.1406053604","13734.5426228173","",
"Macao SAR, China","MAC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","244.340518490217","278.582899568005","333.953446313019","403.757736074245","457.52420610036","474.920974532391","529.771587656417","618.651708811269","721.236785275561","955.138947397028","748.575772470244","724.516054787165","649.170489336242","581.52240769096","561.994684580586","735.230582299328","800.969234598095","907.467871782561","920.852438067398","1045.83693068342","1100.21045559417","1129.59920607164","1036.15740870243","1156.11884304642","1231.0137361555","1357.52966384401","1210.29408211391","1286.94859068236","1265.54652762306","1165.97228086021","1171.12893487169","1241.94040028616","1514.3524496125","1714.46786208596","1791.66533686871","1947.42206495823","2214.76584566651","2561.98821538745","2519.04015769901","2443.24629717109","2610.49645705496","2514.38002423856","2718.298614121","2723.83775507607","2472.59578054733","2490.97201297949","2608.43210672366","2773.84006353408","2785.53164849754","2644.45247628926","",
"Monaco","MCO","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","439.900419456096","498.469079512029","419.25866780326","275.336376219874","328.138566333326","402.849181486783","484.694532855481","609.128569122733","828.566188631966","974.634481770417","1107.9250341341","1401.73975765966","1965.22391416606","1703.50926696538","2290.62516085498","2812.48068466832","3013.63904434252","3268.65779518386","3244.35748767621","2440.582246974","2684.04206029944","3289.47142327505","3880.83034604444","4129.8398929304","4110.00677722957","",
"Madagascar","MDG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","556.274146382097","488.626033974854","474.671204865377","455.393336622991","364.453358243701","348.413101375374","385.087880873984","266.871913279854","254.975175874409","243.526799354661","295.505804338019","229.587554520618","256.405750978982","274.606317125251","222.465609277035","225.619509530495","287.250020390892","240.066801469644","241.688867847045","234.576038566442","247.482930716942","284.64601794669","265.151394199553","304.828428415792","234.101181900327","262.949325134677","277.352162434015","359.632751875459","441.504651740875","365.654885437095","370.291467095406","419.074741067466","396.095457977291","420.211442886188","417.782876325028","361.1139258188","367.770477112709","412.298355535703","435.726674190415","429.878911669299","388.236895688097","",
"Maldives","MDV","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","563.418923270898","564.459791669009","538.62504830057","700.223054817896","735.228567080734","802.285468149544","850.91333867162","966.027712438877","1043.49494743227","1155.83297590921","1350.55394413983","1495.27293021236","1639.12795112967","1704.74919694623","1822.57766414789","1907.52458904323","2637.42567495895","2635.98970662861","2992.26601826028","3411.59747253427","3174.57768479694","4233.85946819643","4233.4095562794","5162.18534892848","5289.80439414317","5464.53443920584","5737.10049297044","5806.67637160597","6241.37672693442","6807.24803057041","7269.04598061218","7390.93118304878","7708.73854219717","8104.66414703481","8278.86464961705","5623.40144116727","",
"Middle East & North Africa","MEA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1902.90912963547","1926.4177589041","2149.97210657238","2345.89692274226","2441.4253040179","2389.22522103954","2498.69310483428","2631.81535984247","2642.24972138162","2607.90450354306","2791.23411547092","3214.0308844264","3682.66698011037","4278.55238226315","5068.33736119714","6037.58559321749","5559.99154117239","6297.15299408965","6603.13073621177","7018.41120412465","6845.69521157481","6825.75700521846","6079.84052443859","6081.10858228837","6122.88306623482","6139.28522088749","6180.51564138241","5597.40729590274","",
"Mexico","MEX","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","616.912726959877","662.252112561892","739.89824838476","881.871639873593","1107.39559888492","1307.09630917662","1276.1161223269","1131.40881549653","1374.31729029934","1709.23251201337","2516.05013087105","3190.39773531347","2067.2734143929","1621.26246289951","1921.43838065968","2036.78315418573","1342.37311126984","1457.89124846966","1816.56036053412","2217.69989687831","2606.28419454145","3148.07607410822","3596.88454024647","4905.55759722972","5073.65786472977","3039.41499623185","3539.45799185844","4360.78827543382","4542.67108944781","5136.18640415731","5913.88133923906","6278.14803545218","6293.27066552365","5717.32378982037","6025.94455024477","6532.95824665914","7184.03888530375","7663.95884731811","7873.5253138333","6289.86927345467","7343.13960867693","7897.38833863735","7895.48616029532","8246.28314838623","8564.95214476263","7636.13467491096","6900.97399658334","7282.23187912265","7518.87801739055","7751.09641940636","6238.80860062974","",
"Marshall Islands","MHL","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","165.28051475642","174.425000144585","191.023547120263","235.77378930658","283.167719283829","305.57873046221","318.605925532079","348.831147968826","370.377756142937","417.128590786918","477.817353414445","543.751571415158","524.301865418804","494.854359661589","494.556570064629","511.732073791145","525.874640680373","523.653049143831","558.02482913474","572.960196094153","650.856634238703","664.485559258017","712.918941115371","762.863917531212","842.981672767337","935.704811233481","1025.13605307453","1078.70225341827","1047.67591449259","1029.91818817895","1107.0299908598","1121.59750258779","1183.76941609476","1373.57185536556","1634.40388382059","1938.96915852933","2331.17169962002","2957.03214740192","3575.72287086801","3643.16867972399","4278.85369545853","4963.26788816396","3726.64740476945","3885.06731876275","3990.99456616591","3775.16398811683","3762.9121846487","4089.40266116847","4222.1602664405","4282.05883664681","4045.54335529685","",
"North Macedonia","MKD","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1020.28176359784","1383.29383486257","1856.94904723838","1832.6065052911","1552.97497538217","1504.33225088342","1533.2433664398","1493.14382463172","1467.63535055372","1588.45802822032","1908.32099272423","2183.98395945411","2392.30946632967","2670.92582835935","2919.62206284139","3725.59586907042","3589.7948247853","3525.24126104018","3966.92029782291","3664.00669151847","4124.55171790354","4362.55110582155","3838.14483946839","4105.45727725882","4300.66872287928","4966.87398603638","4911.92835789408","4844.6892437508","",
"Mali","MLI","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","224.48738142374","190.826101070054","158.723228818204","153.685992537526","143.762379292984","163.627458596863","214.446196344151","239.701321404729","242.097344287217","242.977130322291","290.799230961259","290.519829831999","295.556067051538","288.877373264163","197.989390761104","252.859568915143","253.273621327591","235.256721709562","246.914062504839","292.028013468251","241.111869636259","264.293487904935","275.605471806517","340.834188545969","381.657943988653","426.178397147471","437.879730774666","494.315822732138","587.508007733893","579.242449109457","593.708509139185","692.007240489499","617.130355371135","659.499095542198","721.205623788516","640.464389016159","664.185962508973","710.961947684142","766.122565848251","785.592816598917","662.337527949535","",
"Malta","MLT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","69.2604536846162","69.2453893014399","61.0898103384301","63.9196409188606","90.8419524869966","100.898124157475","105.339291667241","107.853957481849","113.674373033308","121.155790709205","130.445498591169","136.488680060752","137.402398071237","138.412350162015","142.002578353879","140.666162091563","169.391209628061","205.124792981527","247.925543060629","340.63891884106","470.143053256884","599.060692524556","787.235499648323","1105.89456530605","1526.68274474084","2080.23634330493","2595.68007981762","3363.86385885743","4610.0031523752","6465.64987670794","7798.90898344623","9459.10028235031","14150.42959544","21874.2524656207","29119.7361241608","37573.0338762214","49583.9781132756","70430.2322169164","96768.8823197919","109651.664997538","127815.753219207","151861.287031708","2050.00898532418","1036.19923003796","1042.99074136703","1040.88403870015","994.905139304967","999.298374185082","1094.83827570829","1118.39099844614","1299.77291846515","",
"Middle East & North Africa (excluding high income)","MNA","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","945.308073328261","980.938760596861","1149.81903258386","1289.65850813499","1352.18715123939","1402.00723577733","1467.19773792508","1472.57733507318","1514.5281547909","1481.13621800679","1566.79041836846","1821.29112842393","2045.57592911091","2354.04342475606","2920.35983281648","3502.03219926207","3514.8692214696","3924.46425014303","3714.7065613603","3972.78609535536","3618.21999278309","3515.97780681886","3195.68292382321","3218.81799032266","3042.34501268468","2758.61034648531","2814.10427745125","2550.4696427789","",
"Montenegro","MNE","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4015.24300574838","5389.64745467334","6636.02335202856","6027.95420494294","5838.2914749608","6516.91270568424","5962.29071562948","6564.46181951577","6701.3771983557","5945.82192525674","6284.86086709821","7030.11873027799","7925.97524266615","7964.85474560774","6884.08701193681","",
"Mongolia","MNG","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","1022.99129066492","1098.56475988984","1136.56895580907","841.409443181474","838.301685649718","1124.84231673076","1127.12316303321","1131.9499791963","1130.20570156236","835.729146239205","937.902542211876","515.467676983889","301.500852341172","347.24897141227","541.863499651761","528.598214222642","443.784426183075","424.76569939199","399.120739137112","414.866877214874","451.41009929899","494.755348030346","564.690279810136","678.495899925933","812.578097374508","1006.85524644905","1248.94473982743","1646.07352911132","1316.38744582319","1860.43434256361","2583.26265886602","3319.11867580974","3483.95790189584","3199.8948381731","3056.45051194238","2892.33057220856","2643.67268863423","3094.70369510088","3279.07692969574","2859.46056526385","",
"Northern Mariana Islands","MNP","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","212.081894265932","135.047081248171","139.770864849709","134.91045846335","125.809749679478","178.597766591602","220.032303881699","243.753602685791","284.811694718296","253.941944122903","228.623553368283","213.599818598704","260.986099995404","321.220854247814","350.294260279913","356.024370696181","399.232319727163","466.11047139119","440.867502297499","388.549174569425","485.364431346257","536.974469202221","537.828976878869","542.695307795321","465.652155143863","336.057797031726","352.272463786651","392.360808303439","385.201903188786","330.420741699362","",
"Mauritania","MRT","Adjusted net national income per capita (current US$)","NY.ADJ.NNTY.PC.CD","","","","","","","","","","","","","","","","","","","","","603.64337651035","606.263555297413","587.255468330447","595.991531801031","541.407638246476","478.741077073049","550.223004327789","614.520317103417","636.241320655534","637.750697356181","643.783548553084","923.272825153967","907.636331279274","749.012163688751","766.662525730058","801.82576660144","837.680831171912","790.84496181972","756.023811201174","725.7330085212","632.777351354679","579.636236790699","600.444811418025","679.942906674522","743.736040785749","862.677060681622","964.132157894003","1045.64863853478","1233.69426134352","1210.06452858662","1296.81740546124","1512.37627525575","1449.0595449686","1552.08019828416","1369.5899628645","1292.17292675117","1317.24574880853","1361.81737001277","1486.41393340615","1543.77905765527","1392.33837302833","",
